1.00000	-191.10886
2.00000	-182.21687
3.00000	-180.97420
4.00000	-179.58461
5.00000	-185.06190
6.00000	-180.34065
7.00000	-177.61131
8.00000	-173.96236
9.00000	-173.76525
10.00000	-177.11968
11.00000	-172.73512
12.00000	-171.87400
13.00000	-166.93670
14.00000	-164.91988
15.00000	-160.92505
16.00000	-160.98081
17.00000	-157.62425
18.00000	-155.05513
19.00000	-150.62680
20.00000	-144.96436
21.00000	-142.66073
22.00000	-140.03714
23.00000	-136.97322
24.00000	-131.46543
25.00000	-126.04801
26.00000	-122.05136
27.00000	-121.03251
28.00000	-115.44783
29.00000	-111.80021
30.00000	-108.70584
31.00000	-103.48907
32.00000	-105.15342
33.00000	-98.04316
34.00000	-92.66073
35.00000	-86.35753
36.00000	-80.37981
37.00000	-72.40116
38.00000	-70.19259
39.00000	-86.29319
40.00000	-83.16360
41.00000	-145.21690
42.00000	-157.52445
43.00000	-160.43367
44.00000	-163.29216
45.00000	-164.05001
46.00000	-161.66294
47.00000	-160.85459
48.00000	-172.03014
49.00000	-179.32373
50.00000	-185.00245
51.00000	-194.46014
52.00000	-193.21081
53.00000	-191.62059
54.00000	-196.30457
55.00000	-196.48841
56.00000	-196.04931
57.00000	-195.54531
58.00000	-193.75357
59.00000	-198.19055
60.00000	-198.07649
