311	306
311	311
323	317
310	320
311	326
301	328
289	328
277	326
272	327
270	329
265	329
262	329
257	328
256	329
253	329
251	329
249	329
246	328
245	329
243	329
242	330
240	329
238	329
237	329
236	330
234	329
232	330
231	329
230	330
228	329
227	329
225	329
223	330
221	330
219	329
216	330
214	330
211	330
209	330
171	358
201	330
196	330
191	330
181	331
174	330
161	330
159	325
160	320
161	315
159	311
160	306
160	301
158	296
157	292
198	297
167	284
181	285
190	285
195	284
201	285
205	285
209	285
212	285
213	284
217	286
219	285
220	284
222	285
224	285
226	285
227	284
228	282
230	284
231	284
233	286
234	285
235	285
237	285
238	284
240	284
241	285
242	285
243	287
246	284
248	284
250	284
253	283
255	284
257	284
261	284
264	284
270	283
277	282
284	283
294	282
312	281
311	286
308	292
310	296
310	301
