323	306
324	312
323	317
323	323
324	329
324	335
292	329
277	326
272	327
260	322
265	329
261	328
249	320
262	336
261	339
263	345
263	351
247	329
245	330
243	328
241	327
240	329
238	330
237	329
236	330
234	381
232	330
231	330
230	330
228	330
226	330
225	329
223	330
221	330
219	330
218	328
214	330
211	330
209	330
185	346
202	329
195	331
181	335
180	331
171	331
159	330
160	325
162	319
161	315
155	311
162	306
162	301
158	296
156	291
199	297
167	284
181	285
192	286
193	283
201	285
205	285
210	286
212	285
214	285
217	285
219	285
220	284
222	284
224	285
227	288
227	284
228	284
231	291
231	282
233	284
234	285
235	285
237	282
238	284
240	284
241	285
242	285
243	287
244	287
248	284
251	283
253	283
255	284
255	286
262	283
264	284
270	283
275	283
284	283
294	282
311	281
327	282
310	292
322	295
324	300
