294	282
253	283
262	283
270	283
275	283
284	283
167	284
220	284
227	284
238	284
240	284
248	284
250	284
255	284
257	284
264	284
181	285
201	285
205	285
209	285
212	285
214	285
219	285
222	285
224	285
226	285
234	285
235	285
241	285
242	285
217	286
243	287
308	292
158	296
162	306
161	315
323	317
277	326
272	327
257	328
225	329
237	329
240	329
247	329
249	329
251	329
265	329
270	329
191	330
196	330
201	330
209	330
211	330
214	330
216	330
219	330
221	330
223	330
226	330
228	330
230	330
231	330
232	330
236	330
238	330
